,gpa,act,sat1,test_score,ap_count,ap_mean,sat2_count,sat2_mean,urm,first_generation,ec_count,decision,gender_F,gender_M,school_brown,school_columbia,school_cornell,school_dukeres,school_harvard,school_mitres,school_penn,school_princeton,school_stanford,school_uchicago,school_yale,test_type_act,test_type_sat,ethnicity_african,ethnicity_asian,ethnicity_caucasian,ethnicity_hispanic,ethnicity_indian,ethnicity_urm,country_US,country_international
2804,3.97,33.0,2140.0,2180,4.0,4.25,2.0,735.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2806,3.9,33.3991698374,2290.0,2290,9.0,4.11111111111,2.0,700.0,1,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2807,3.86,36.0,2237.40362087,2390,1.0,4.45675812368,2.0,795.0,0,0,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
2808,3.77,36.0,2260.0,2390,3.0,4.0,2.0,780.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2809,3.51,33.3991698374,2320.0,2320,4.0,4.75,2.0,795.0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2810,3.76,34.0,2100.0,2250,5.0,4.2,3.0,706.666666667,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2811,3.86143710629,33.3991698374,1970.0,1970,4.0,3.75,2.0,705.0,1,0,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2812,3.92,32.0,1930.0,2120,0.0,4.45675812368,0.0,757.780283204,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2814,4.0,33.3991698374,2230.0,2230,3.0,5.0,4.0,790.0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2815,3.98,33.3991698374,2320.0,2320,6.0,4.83333333333,3.0,780.0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2816,4.0,35.0,2237.40362087,2330,8.0,4.375,2.0,800.0,0,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2817,3.5,33.3991698374,2250.0,2250,2.0,4.5,3.0,720.0,1,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
2818,3.8,31.0,2280.0,2280,3.0,4.66666666667,3.0,703.333333333,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2819,4.0,35.0,2170.0,2330,5.0,4.4,3.0,773.333333333,0,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2820,3.65,32.0,2237.40362087,2120,6.0,3.66666666667,0.0,757.780283204,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2823,3.88,33.0,2237.40362087,2180,3.0,5.0,1.0,800.0,1,0,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2824,3.75,30.0,2160.0,2160,4.0,3.5,2.0,705.0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
2825,3.84,33.3991698374,2400.0,2400,6.0,4.83333333333,3.0,790.0,0,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
2826,3.869,36.0,2150.0,2390,6.0,4.83333333333,2.0,795.0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2827,4.0,33.0,2140.0,2180,2.0,3.5,2.0,695.0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2828,3.9,34.0,2340.0,2340,5.0,4.2,3.0,786.666666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2829,3.78,34.0,2237.40362087,2250,9.0,3.88888888889,4.0,780.0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2830,3.7,33.3991698374,2280.0,2280,6.0,4.0,5.0,778.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2831,4.0,33.3991698374,2360.0,2360,7.0,4.85714285714,4.0,772.5,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2832,4.0,32.0,2237.40362087,2120,0.0,4.45675812368,3.0,660.0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2834,4.0,33.3991698374,2270.0,2270,8.0,4.625,3.0,786.666666667,0,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
2835,3.86143710629,33.3991698374,2270.0,2270,0.0,4.45675812368,3.0,743.333333333,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2836,3.84,33.0,1890.0,2180,3.0,3.33333333333,2.0,770.0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2837,3.3,33.3991698374,2300.0,2300,7.0,4.85714285714,1.0,800.0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2839,3.89,35.0,2237.40362087,2330,0.0,4.45675812368,2.0,765.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2840,3.97,34.0,2237.40362087,2250,9.0,4.44444444444,3.0,763.333333333,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2842,4.0,34.0,2290.0,2290,3.0,4.33333333333,3.0,746.666666667,1,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
2843,3.98,31.0,2030.0,2060,4.0,4.75,4.0,685.0,1,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2844,3.95,33.3991698374,2380.0,2380,4.0,4.25,2.0,770.0,1,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
2845,4.0,33.3991698374,2240.0,2240,9.0,4.45675812368,2.0,800.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2846,3.41,36.0,2380.0,2390,2.0,4.5,3.0,776.666666667,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2847,4.02,33.3991698374,2100.0,2100,3.0,4.66666666667,3.0,733.333333333,1,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
2848,3.75,33.3991698374,2260.0,2260,2.0,4.5,4.0,685.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2849,3.75,33.3991698374,2320.0,2320,5.0,5.0,3.0,800.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2850,3.795,33.3991698374,2200.0,2200,1.0,5.0,3.0,783.333333333,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2851,3.86143710629,33.3991698374,2330.0,2330,0.0,4.45675812368,2.0,760.0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2852,4.0,33.3991698374,2330.0,2330,4.0,5.0,3.0,800.0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2853,3.96,33.0,2237.40362087,2180,6.0,3.83333333333,0.0,757.780283204,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2854,4.0,33.3991698374,2230.0,2230,6.0,4.33333333333,2.0,740.0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2855,3.86143710629,35.0,2237.40362087,2330,0.0,4.45675812368,2.0,740.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2856,3.95,33.3991698374,2150.0,2150,0.0,4.45675812368,4.0,785.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2858,4.0,35.0,2240.0,2330,9.0,4.55555555556,3.0,776.666666667,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2859,3.15,33.3991698374,2370.0,2370,2.0,4.0,4.0,742.5,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2860,3.82,33.3991698374,2280.0,2280,2.0,5.0,3.0,770.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2861,3.86,33.0,2237.40362087,2180,0.0,4.45675812368,2.0,705.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2862,4.0,33.3991698374,2070.0,2070,5.0,3.8,2.0,730.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2863,3.86143710629,35.0,2237.40362087,2330,0.0,4.45675812368,3.0,783.333333333,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2864,3.98,34.0,2237.40362087,2250,1.0,4.0,0.0,757.780283204,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2865,3.86143710629,33.3991698374,2320.0,2320,0.0,4.45675812368,1.0,800.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2866,4.0,33.3991698374,2200.0,2200,0.0,4.45675812368,2.0,800.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2867,3.86143710629,33.3991698374,2340.0,2340,0.0,4.45675812368,4.0,785.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2868,3.91,34.0,1840.0,2250,3.0,4.0,2.0,670.0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2869,3.6,33.3991698374,2340.0,2340,6.0,5.0,4.0,780.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2870,4.0,33.3991698374,2370.0,2370,5.0,4.8,4.0,762.5,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2872,3.985,33.0,1920.0,2180,4.0,3.75,3.0,660.0,1,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2873,3.94,33.3991698374,2130.0,2130,4.0,3.75,2.0,735.0,1,1,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2874,3.79,27.0,1690.0,1820,0.0,4.45675812368,1.0,720.0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2875,3.86,34.0,2150.0,2250,0.0,4.45675812368,2.0,730.0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2876,3.86143710629,33.0,2237.40362087,2180,0.0,4.45675812368,3.0,740.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2877,3.95,33.3991698374,2290.0,2290,0.0,4.45675812368,2.0,755.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2878,3.8,30.0,2237.40362087,2000,1.0,5.0,0.0,757.780283204,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2879,3.8,33.3991698374,2200.0,2200,2.0,5.0,2.0,730.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2880,3.82,33.3991698374,2230.0,2230,4.0,5.0,2.0,755.0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2881,3.86143710629,33.3991698374,2210.0,2210,1.0,5.0,2.0,735.0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2882,4.0,33.3991698374,2310.0,2310,1.0,5.0,2.0,790.0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2884,3.9,33.3991698374,2280.0,2280,5.0,4.45675812368,2.0,800.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2885,3.99,33.0,2090.0,2180,2.0,4.5,4.0,682.5,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2886,3.872,34.0,2237.40362087,2250,13.0,5.0,4.0,797.5,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2887,4.0,33.3991698374,2400.0,2400,0.0,4.45675812368,6.0,776.666666667,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2888,4.0,33.3991698374,2260.0,2260,4.0,4.75,2.0,770.0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2889,3.86143710629,33.3991698374,2400.0,2400,0.0,4.45675812368,2.0,790.0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
2890,3.9,33.3991698374,2370.0,2370,4.0,4.5,2.0,775.0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2891,3.95,35.0,2230.0,2330,0.0,4.45675812368,3.0,713.333333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2892,3.36,34.0,2200.0,2250,0.0,4.45675812368,2.0,750.0,0,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2893,3.9,33.3991698374,2100.0,2100,0.0,4.45675812368,4.0,687.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2894,4.0,36.0,2340.0,2390,0.0,4.45675812368,3.0,796.666666667,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2895,3.93,34.0,2110.0,2250,3.0,4.0,2.0,715.0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2896,3.5,34.0,2090.0,2250,1.0,3.0,2.0,720.0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
2897,3.86143710629,33.3991698374,2310.0,2310,0.0,4.45675812368,2.0,800.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2898,3.8,33.0,2290.0,2290,3.0,4.45675812368,4.0,770.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2899,4.0,33.3991698374,2160.0,2160,3.0,4.0,2.0,720.0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2900,3.8,31.0,2100.0,2100,8.0,4.25,3.0,720.0,1,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2901,4.0,33.0,2237.40362087,2180,5.0,3.6,2.0,710.0,0,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2902,3.89,33.3991698374,2330.0,2330,8.0,4.875,4.0,777.5,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2903,4.0,34.0,2110.0,2250,5.0,4.0,3.0,733.333333333,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2904,4.0,34.0,2280.0,2280,2.0,4.5,1.0,800.0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2905,3.59,33.0,2237.40362087,2180,0.0,4.45675812368,1.0,740.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2906,4.0,35.0,2350.0,2350,9.0,4.77777777778,3.0,776.666666667,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2908,3.95,35.0,2270.0,2330,4.0,4.75,3.0,773.333333333,0,1,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2910,3.86143710629,33.3991698374,2080.0,2080,0.0,4.45675812368,2.0,705.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2911,3.93,32.0,2237.40362087,2120,0.0,4.45675812368,2.0,675.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2912,3.78,33.3991698374,2380.0,2380,3.0,4.45675812368,2.0,800.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2914,3.7,33.3991698374,2400.0,2400,3.0,4.66666666667,2.0,770.0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
2916,3.92,36.0,2237.40362087,2390,3.0,4.0,2.0,740.0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2917,3.7,33.3991698374,2280.0,2280,3.0,4.66666666667,3.0,763.333333333,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2918,4.0,33.3991698374,2380.0,2380,8.0,5.0,4.0,785.0,0,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2920,3.9,33.0,2150.0,2180,4.0,4.25,2.0,710.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2921,3.89,33.3991698374,2270.0,2270,5.0,4.2,2.0,735.0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2922,3.86143710629,33.0,2237.40362087,2180,0.0,4.45675812368,0.0,757.780283204,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2924,3.86143710629,33.3991698374,2290.0,2290,0.0,4.45675812368,3.0,783.333333333,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2925,3.89,33.3991698374,2270.0,2270,8.0,4.75,2.0,800.0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2926,4.0,32.0,2220.0,2220,2.0,4.5,3.0,776.666666667,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2927,4.0,27.0,1890.0,1890,0.0,4.45675812368,0.0,757.780283204,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2928,3.86143710629,33.3991698374,2320.0,2320,3.0,4.66666666667,3.0,780.0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2929,3.7,33.3991698374,2040.0,2040,0.0,4.45675812368,2.0,700.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
2931,3.95,34.0,2237.40362087,2250,2.0,4.0,4.0,642.5,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2932,4.0,33.3991698374,2220.0,2220,6.0,5.0,4.0,790.0,0,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2935,4.0,31.0,2237.40362087,2060,0.0,4.45675812368,0.0,757.780283204,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2936,3.86143710629,33.0,2070.0,2180,0.0,4.45675812368,1.0,700.0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2937,4.0,33.0,2020.0,2180,7.0,4.57142857143,2.0,710.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2938,4.0,33.3991698374,1980.0,1980,3.0,4.0,2.0,690.0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2939,4.0,33.3991698374,2250.0,2250,3.0,4.66666666667,3.0,776.666666667,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2940,3.49,29.0,2237.40362087,1940,0.0,4.45675812368,0.0,757.780283204,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2941,3.82,28.0,1810.0,1880,1.0,3.0,3.0,646.666666667,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2942,3.114,35.0,2380.0,2380,7.0,4.42857142857,3.0,716.666666667,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
